epoch,lr,train_loss
0.0,0.0005,4.4914324170067195
1.0,0.0005,4.395123050326393
2.0,0.0005,4.1859205563863116
3.0,0.0005,3.8135923203967868
4.0,0.0005,3.394012769063314
5.0,0.0005,2.903883247148423
6.0,0.0005,2.5419751689547585
7.0,0.0005,2.128315187635876
8.0,0.0005,1.876235808644976
9.0,0.0005,1.6741462690489632
10.0,0.0005,1.702551938238598
11.0,0.0005,1.39980434519904
12.0,0.0005,1.1190194005057925
13.0,0.0005,0.9374540107590812
14.0,0.0005,0.8328506549199423
15.0,0.0005,0.7694383831251235
16.0,0.0005,0.6968898319062733
17.0,0.0005,0.6529062957990737
18.0,0.0005,0.6418540960266477
19.0,0.0005,0.629432119074322
20.0,0.0005,0.5875999955903917
21.0,0.0005,0.5704887736411322
22.0,0.0005,0.5276217857996622
23.0,0.0005,0.49540769770031884
24.0,0.0005,0.4909364126977466
25.0,0.0005,0.47604272195271086
26.0,0.0005,0.45260852575302124
27.0,0.0005,0.4401564867723556
28.0,0.0005,0.42625501609983896
29.0,0.0005,0.4121088527497791
30.0,0.0005,0.40629736866269794
31.0,0.0005,0.39353233717736746
32.0,0.0005,0.37818080470675514
33.0,0.0005,0.36465358308383394
34.0,0.0005,0.35857745721226647
35.0,0.0005,0.3464254594984509
36.0,0.0005,0.3389107684294383
37.0,0.0005,0.32810922463734943
38.0,0.0005,0.3287347995099567
39.0,0.0005,0.3288428684075673
40.0,0.0005,0.317274367525464
41.0,0.0005,0.31287053511256263
42.0,0.0005,0.3106246264207931
43.0,0.0005,0.2995683252811432
44.0,0.0005,0.292400476478395
45.0,0.0005,0.2888008618638629
46.0,0.0005,0.27997894443216775
47.0,0.0005,0.2719249178965886
48.0,0.0005,0.27021091892605736
49.0,0.0005,0.27003967265288037
