epoch,lr,train_loss
0.0,0.01,46.19198417663574
1.0,0.01,6.582968484787714
2.0,0.01,5.338950452350435
3.0,0.01,4.900770936693464
4.0,0.01,4.702815964108422
5.0,0.01,4.64954814456758
6.0,0.01,4.524659043266659
7.0,0.01,4.687977450234549
8.0,0.01,4.539288793291364
9.0,0.01,2.5600869692651958e+17
10.0,0.01,8.151246440023565e+21
11.0,0.01,2.099353310534297e+25
12.0,0.01,1.3377492209954133e+23
13.0,0.01,3.371799364999722e+23
14.0,0.01,3.771406662831303e+22
15.0,0.01,1.1712458255374827e+22
16.0,0.01,7.530823869101957e+22
17.0,0.01,3.0014335455611806e+23
18.0,0.01,2.4694812083099565e+22
19.0,0.01,2.3474811243863408e+24
20.0,0.01,6.551845190085326e+22
21.0,0.01,1.5786444918598212e+23
22.0,0.01,1.0318230721459523e+23
23.0,0.01,2.893698286558422e+23
24.0,0.01,3.0013973397804873e+23
25.0,0.01,6.60232504707261e+22
26.0,0.01,2.2165762327332265e+23
27.0,0.01,1.0908642667425484e+26
28.0,0.01,2.854076803966949e+23
29.0,0.01,3.097340833273966e+22
30.0,0.01,9.71534678601955e+22
31.0,0.01,7.732441026726142e+23
32.0,0.01,1.045691417850423e+24
33.0,0.01,7.022969042531942e+23
34.0,0.01,8.087447432225527e+22
35.0,0.01,5.884022121028883e+22
36.0,0.01,5.193430127995711e+23
37.0,0.01,3.408408974382507e+22
38.0,0.01,3.099921069896091e+23
39.0,0.01,5.708257517276092e+23
40.0,0.01,1.250291582616452e+23
41.0,0.01,2.4379894045357595e+23
42.0,0.01,1.163767782478357e+23
43.0,0.01,3.532029386788556e+22
44.0,0.01,1.35974455320105e+23
45.0,0.01,1.6250248925012923e+24
46.0,0.01,6.836388010170769e+22
47.0,0.01,3.097856459681465e+23
48.0,0.01,4.094206489880306e+23
49.0,0.01,5.0573331472722966e+23
