epoch,lr,train_loss
0.0,0.0005,4.48850356964838
1.0,0.0005,4.384492329188755
2.0,0.0005,4.2271289598374135
3.0,0.0005,3.8964184465862455
4.0,0.0005,3.494163751602173
5.0,0.0005,3.0518365019843694
6.0,0.0005,2.545825174876622
7.0,0.0005,2.1975464764095487
8.0,0.0005,2.0562782230831327
9.0,0.0005,1.742372751235962
10.0,0.0005,1.4881308930260795
11.0,0.0005,1.2383081685929072
12.0,0.0005,1.109985848267873
13.0,0.0005,0.9795785603069124
14.0,0.0005,0.8741316000620524
15.0,0.0005,0.816057752995264
16.0,0.0005,0.8053191077141535
17.0,0.0005,0.7441252526782808
18.0,0.0005,0.6778001302764529
19.0,0.0005,0.5994893340837388
20.0,0.0005,0.5656919848351252
21.0,0.0005,0.5373899312246413
22.0,0.0005,0.5184336673645746
23.0,0.0005,0.4960546422572363
24.0,0.0005,0.4726053306034633
25.0,0.0005,0.4555871401514326
26.0,0.0005,0.45001535898163203
27.0,0.0005,0.444720222836449
28.0,0.0005,0.4255482228029342
29.0,0.0005,0.41152905992099215
30.0,0.0005,0.3975614011287689
31.0,0.0005,0.4012069418316796
32.0,0.0005,0.4003407160441081
33.0,0.0005,0.3920956424304417
34.0,0.0005,0.37273086110750836
35.0,0.0005,0.35858974428403945
36.0,0.0005,0.3532129440988813
37.0,0.0005,0.33911935204551336
38.0,0.0005,0.3278006003016517
39.0,0.0005,0.3254366474492209
40.0,0.0005,0.3171803809347607
41.0,0.0005,0.3128230685279483
42.0,0.0005,0.30947586468287874
43.0,0.0005,0.30632472322100684
44.0,0.0005,0.3054240374338059
45.0,0.0005,0.3036414115201859
46.0,0.0005,0.30795267082396005
47.0,0.0005,0.3030160466829936
48.0,0.0005,0.30516393553643
49.0,0.0005,0.3016465490772611
50.0,0.0005,0.2798364588192531
51.0,0.0005,0.2698216267994472
52.0,0.0005,0.28374831733249484
53.0,0.0005,0.2762919125102815
54.0,0.0005,0.26754522039776757
55.0,0.0005,0.260219374582881
56.0,0.0005,0.24651579275017693
57.0,0.0005,0.2386238504023779
58.0,0.0005,0.2345237611305146
59.0,0.0005,0.23117193153926305
60.0,0.0005,0.2281720411209833
61.0,0.0005,0.22615766383352734
62.0,0.0005,0.22128576040267944
63.0,0.0005,0.22318885014170692
64.0,0.0005,0.22122907283760251
65.0,0.0005,0.22566492500759305
66.0,0.0005,0.22796171690736497
67.0,0.0005,0.21557775352682387
68.0,0.0005,0.21809097060135432
69.0,0.0005,0.22863277863888515
70.0,0.0005,0.22297317712079912
71.0,0.0005,0.22440937161445618
72.0,0.0005,0.20858381404763177
73.0,0.0005,0.20269080145018442
74.0,0.0005,0.20068508315654027
75.0,0.0005,0.20197005144187383
76.0,0.0005,0.1991727217322304
77.0,0.0005,0.19039495076451982
78.0,0.0005,0.18809569804441362
79.0,0.0005,0.184007785149983
80.0,0.0005,0.18673179050286612
81.0,0.0005,0.18659753458840506
82.0,0.0005,0.18520242046742214
83.0,0.0005,0.1812252870627812
84.0,0.0005,0.1750416329928807
85.0,0.0005,0.1803603307122276
86.0,0.0005,0.17775031143710726
87.0,0.0005,0.1775326104391189
88.0,0.0005,0.17365511613232748
89.0,0.0005,0.16529286617324465
90.0,0.0005,0.1658092914592652
91.0,0.0005,0.16068542926084428
92.0,0.0005,0.1599458016100384
93.0,0.0005,0.16249520721889676
94.0,0.0005,0.15464246627830325
95.0,0.0005,0.160786448490052
96.0,0.0005,0.16642513161613828
97.0,0.0005,0.16317976869287945
98.0,0.0005,0.16021140203589485
99.0,0.0005,0.16118893665926798
