epoch,lr,train_loss
0.0,0.01,45.77755930310204
1.0,0.01,6.668249788738432
2.0,0.01,5.259946686880929
3.0,0.01,4.768694332667759
4.0,0.01,4.588980901808966
5.0,0.01,4.6219027155921575
6.0,0.01,4.542336168743315
7.0,0.01,4.5018295333499
8.0,0.01,4.449014595576695
9.0,0.01,4.929269268399193
10.0,0.01,4.480390367053804
11.0,0.01,4.5669916697910855
12.0,0.01,4.472626118432908
13.0,0.01,4.668760027204241
14.0,0.01,4.427393436431885
15.0,0.01,4.329823017120361
16.0,0.01,4.32053143637521
17.0,0.01,4.295723006838844
18.0,0.01,4.2758998189653665
19.0,0.01,4.206797486259823
20.0,0.01,4.164430811291649
21.0,0.01,4.1354596728370305
22.0,0.01,4.107774019241333
23.0,0.01,4.067717608951387
24.0,0.01,4.754301543662203e+17
25.0,0.01,7.466667568511377e+25
26.0,0.01,5.21167504927669e+25
27.0,0.01,1.2208497499650353e+26
28.0,0.01,5.498936389413677e+25
29.0,0.01,1.1687227533490549e+26
30.0,0.01,1.4598262653402813e+26
31.0,0.01,1.7043942699375114e+26
32.0,0.01,2.1138426560666584e+26
33.0,0.01,3.810388258040671e+26
34.0,0.01,2.183149815363626e+27
35.0,0.01,7.816383537100931e+25
36.0,0.01,2.4040845634650004e+26
37.0,0.01,2.2303583291018203e+26
38.0,0.01,1.8162112533799317e+26
39.0,0.01,5.6539936809791465e+28
40.0,0.01,5.551970858781087e+26
41.0,0.01,1.5869311825579184e+26
42.0,0.01,6.563954301690208e+26
43.0,0.01,1.454944140500955e+27
44.0,0.01,7.1828638540587455e+25
45.0,0.01,6.26288282334725e+26
46.0,0.01,2.1199223339784716e+26
47.0,0.01,7.79059262155373e+26
48.0,0.01,1.3152719947955391e+26
49.0,0.01,7.091031136259807e+25
