epoch,lr,train_loss
0.0,0.0005,4.490952378227597
1.0,0.0005,4.386377675192697
2.0,0.0005,4.230531930923462
3.0,0.0005,3.9776649361564997
4.0,0.0005,3.694959663209461
5.0,0.0005,3.294742050625029
6.0,0.0005,2.7492697693052746
7.0,0.0005,2.300439511026655
8.0,0.0005,1.9159740039280482
9.0,0.0005,1.6654263791583834
10.0,0.0005,1.3967945235116142
11.0,0.0005,1.3349577500706626
12.0,0.0005,1.1862678811663674
13.0,0.0005,1.0306414110319955
14.0,0.0005,0.8620617957342238
15.0,0.0005,0.7496327388854254
16.0,0.0005,0.6738596359888712
17.0,0.0005,0.6649003568149748
18.0,0.0005,0.6264756861187163
19.0,0.0005,0.5896671158926827
20.0,0.0005,0.5615867064112708
21.0,0.0005,0.5335999599524907
22.0,0.0005,0.5303092542148772
23.0,0.0005,0.49323566754659015
24.0,0.0005,0.4657492907274337
25.0,0.0005,0.44656375476292204
26.0,0.0005,0.4366661693368639
27.0,0.0005,0.4278230794838497
28.0,0.0005,0.40653671962874277
29.0,0.0005,0.3948391392117455
30.0,0.0005,0.3834773443994068
31.0,0.0005,0.36887502670288086
32.0,0.0005,0.3674746709210532
33.0,0.0005,0.373129278421402
34.0,0.0005,0.3750741155374618
35.0,0.0005,0.3713230107511793
36.0,0.0005,0.3591427689506894
37.0,0.0005,0.3432568084625971
38.0,0.0005,0.33177942747161504
39.0,0.0005,0.32541718937101816
40.0,0.0005,0.317189484834671
41.0,0.0005,0.30515220761299133
42.0,0.0005,0.3040950411841983
43.0,0.0005,0.2998590398402441
44.0,0.0005,0.31043252490815665
45.0,0.0005,0.2903729634625571
46.0,0.0005,0.29486632914770217
47.0,0.0005,0.28723375570206416
48.0,0.0005,0.28118230118637993
49.0,0.0005,0.2749247621922266
50.0,0.0005,0.2649614214897156
51.0,0.0005,0.26214457551638287
52.0,0.0005,0.2689139246940613
53.0,0.0005,0.259377373116357
54.0,0.0005,0.24721230566501617
55.0,0.0005,0.24748851713680087
56.0,0.0005,0.24847393873192014
57.0,0.0005,0.24236057698726654
58.0,0.0005,0.24377091370877765
59.0,0.0005,0.24519957034360795
60.0,0.0005,0.24775020139557974
61.0,0.0005,0.23557448670977638
62.0,0.0005,0.23129156870501383
63.0,0.0005,0.2298373885097958
64.0,0.0005,0.2267749160528183
65.0,0.0005,0.21754989595640273
66.0,0.0005,0.21395487089951834
67.0,0.0005,0.21417130104133061
68.0,0.0005,0.2059693123613085
69.0,0.0005,0.20637922059921993
70.0,0.0005,0.20424452565965198
71.0,0.0005,0.19924116560391017
72.0,0.0005,0.2010197476262138
73.0,0.0005,0.19864710810638608
74.0,0.0005,0.192066205399377
75.0,0.0005,0.19606347807816096
76.0,0.0005,0.19582159888176692
77.0,0.0005,0.19105262202875956
78.0,0.0005,0.19036053688753218
79.0,0.0005,0.1867328201021467
80.0,0.0005,0.1898056829259509
81.0,0.0005,0.19277009864648184
82.0,0.0005,0.18806339232694536
83.0,0.0005,0.18454270774409884
84.0,0.0005,0.1789608093954268
85.0,0.0005,0.17137129320984795
86.0,0.0005,0.16833890335900442
87.0,0.0005,0.165874991388548
88.0,0.0005,0.16475520389420645
89.0,0.0005,0.1625968430723463
90.0,0.0005,0.16301823088100978
91.0,0.0005,0.18962189697083973
92.0,0.0005,0.176902827052843
93.0,0.0005,0.17195168066592442
94.0,0.0005,0.16757382736319587
95.0,0.0005,0.16810896283104307
96.0,0.0005,0.1709162209715162
97.0,0.0005,0.16567152525697434
98.0,0.0005,0.16572009310835883
99.0,0.0005,0.1601287197499048
