epoch,lr,train_loss
0.0,0.0005,4.492180506388347
1.0,0.0005,4.3685346103849865
2.0,0.0005,4.178279729116531
3.0,0.0005,3.822319496245611
4.0,0.0005,3.3074141911097934
5.0,0.0005,2.7638640857878185
6.0,0.0005,2.3913537490935552
7.0,0.0005,2.007243718419756
8.0,0.0005,1.6992559432983398
9.0,0.0005,1.4458076868738448
10.0,0.0005,1.2046366305578322
11.0,0.0005,1.0109077152751742
12.0,0.0005,0.8744655904315767
13.0,0.0005,0.7963422082719349
14.0,0.0005,0.7304117168698993
15.0,0.0005,0.6737577546210516
16.0,0.0005,0.6390225064186823
17.0,0.0005,0.6161000274476551
18.0,0.0005,0.5582059139297122
19.0,0.0005,0.533484582390104
20.0,0.0005,0.5174205147084736
21.0,0.0005,0.49198284887132193
22.0,0.0005,0.4664113479001181
23.0,0.0005,0.44736339932396296
24.0,0.0005,0.43361895141147433
25.0,0.0005,0.41603786178997587
26.0,0.0005,0.40630974656059626
27.0,0.0005,0.3983651612486158
28.0,0.0005,0.3855241480327788
29.0,0.0005,0.3722438783872695
30.0,0.0005,0.36157303197043283
31.0,0.0005,0.3541370403198969
