epoch,lr,train_loss
0.0,0.01,37.49773188999721
1.0,0.01,5.893713633219401
2.0,0.01,4.931351366497221
3.0,0.01,4.636172680627732
4.0,0.01,4.5414311318170455
5.0,0.01,4.522509938194638
6.0,0.01,4.587054865700858
7.0,0.01,4.4480514753432505
8.0,0.01,4.398718107314337
9.0,0.01,483289.7375315712
10.0,0.01,627071544080.0
11.0,0.01,3.409068189342233e+20
12.0,0.01,4.52975591173504e+21
13.0,0.01,5.430092740655597e+21
14.0,0.01,1.2542923142718607e+22
15.0,0.01,3.917104407151018e+22
16.0,0.01,2.568065064589586e+22
17.0,0.01,2.0591797754937393e+22
18.0,0.01,8.735094677344537e+21
19.0,0.01,1.2419846919134147e+23
20.0,0.01,1.2625856048906976e+23
21.0,0.01,2.3347338469023552e+23
22.0,0.01,1.9871792787259127e+23
23.0,0.01,2.8373847939421185e+23
24.0,0.01,4.151545263261843e+21
25.0,0.01,2.8274388970590578e+22
26.0,0.01,3.5776430234413214e+22
27.0,0.01,6.449749568524996e+22
28.0,0.01,7.064231901790558e+21
29.0,0.01,2.9803066707254736e+22
30.0,0.01,1.2985468483889572e+23
31.0,0.01,1.1352747642675615e+23
32.0,0.01,8.291664897320846e+22
33.0,0.01,1.177633721996293e+23
34.0,0.01,1.217343265900193e+23
35.0,0.01,1.2070590294636703e+24
36.0,0.01,1.457213475368757e+22
37.0,0.01,5.415917561537705e+23
38.0,0.01,5.613640115774794e+22
39.0,0.01,7.085441842973667e+21
40.0,0.01,9.683546656049107e+21
41.0,0.01,7.786756660467746e+22
42.0,0.01,6.343007011153209e+21
43.0,0.01,2.0769689937742008e+23
44.0,0.01,7.079771524244165e+23
45.0,0.01,8.89798387300295e+22
46.0,0.01,4.516529429900962e+22
47.0,0.01,1.7384224416578285e+22
48.0,0.01,9.794365222949055e+22
49.0,0.01,2.5971241203392647e+22
